measurementDataID;value;sensorID;measurementID;createdAt;updatedAt
00150efa-c42d-4712-86c3-b01c8d9b78e1;6.38566886879064;0e810046-aab2-489a-897b-473c3dc3b36e;a09aace7-995b-4607-9809-27a354d5e82c;2021-09-25T20:40:00+00;2021-09-25T20:40:00+00
001aea94-896a-42e0-a3ec-14565a2a51af;8.45050718803244;42071707-3bed-41ab-911a-c310f4e870d4;ba524b59-190d-473e-9517-d4ac31074f25;2021-09-23T09:20:00+00;2021-09-23T09:20:00+00
00287900-9012-4ea4-b7f3-6cfed5e40f20;5.3095284965062;42071707-3bed-41ab-911a-c310f4e870d4;b4027429-8560-4af4-889b-29bb0d71965a;2021-09-19T16:50:00+00;2021-09-19T16:50:00+00
002b355f-8646-4ee9-95c4-12ae575c450a;10.7676321159783;7bda0573-7578-4a9c-93ac-f9f5c1ed2243;c1b810f3-3d15-4b39-98ec-9adc225c92b9;2021-09-24T08:40:00+00;2021-09-24T08:40:00+00
00407010-fe04-4936-8166-a6983d5b2d12;10.3573240279014;7bda0573-7578-4a9c-93ac-f9f5c1ed2243;452a9b27-77c4-4112-8477-3b3802f40d0c;2021-09-19T18:10:00+00;2021-09-19T18:10:00+00
00408d8d-a777-4655-9188-bcf046cb6735;5.63310110144563;42071707-3bed-41ab-911a-c310f4e870d4;fe70d29f-c527-4b1d-a981-b416322b55e5;2021-09-21T22:00:00+00;2021-09-21T22:00:00+00
0040c9ec-c824-4a67-b6e3-9e5c217a59d6;81.8962350688505;846168d3-419a-4938-9e43-168ccbe447cc;9f86bce8-8ff1-433d-8675-6aa31d36b339;2021-09-21T19:00:00+00;2021-09-21T19:00:00+00
00423dec-225b-4561-b19e-1b36fa7b3798;32.4282023203351;c86d1401-d105-41a5-9a37-a6beea3f273c;a48f7fa0-319b-49d8-ae02-dfd504ac9459;2021-09-20T08:40:00+00;2021-09-20T08:40:00+00
006a738f-8b1f-4dd9-837a-c3c117609931;4.83651268671136;0e810046-aab2-489a-897b-473c3dc3b36e;b6a9f12c-a69c-41af-b9a9-258e67f6a281;2021-09-21T09:50:00+00;2021-09-21T09:50:00+00
0092ed47-f4d6-4965-bb12-107a195c8d58;8.75890429777421;7bda0573-7578-4a9c-93ac-f9f5c1ed2243;35a352ef-9b63-47ef-ba23-d538810ebeea;2021-09-21T06:40:00+00;2021-09-21T06:40:00+00
009f041f-83e9-4a7d-ba26-3add39379e0d;2.95215557880854;0e810046-aab2-489a-897b-473c3dc3b36e;bbe277bc-ee64-4f32-8267-ae017755e6f6;2021-09-24T13:40:00+00;2021-09-24T13:40:00+00
00ac651f-c05f-4703-a6aa-0762d118c5e5;5.42787950760441;0e810046-aab2-489a-897b-473c3dc3b36e;29ed6aa8-b067-46d0-945c-3cb91a343423;2021-09-24T01:40:00+00;2021-09-24T01:40:00+00
00b4e980-c86c-493a-b189-a31662906e04;5.41708659607224;7bda0573-7578-4a9c-93ac-f9f5c1ed2243;1ac52bff-1b55-45a2-9d60-e65145bb8c9a;2021-09-25T12:00:00+00;2021-09-25T12:00:00+00
00b811e8-bd44-4edd-b55b-0d754c2daffd;5.09713704681303;0e810046-aab2-489a-897b-473c3dc3b36e;4f034f7c-dae6-4205-946e-a6d47db3ebaa;2021-09-20T08:10:00+00;2021-09-20T08:10:00+00
00bf559d-ea76-49b9-8eb6-ac5d70e5c8ba;38.1620389786954;c86d1401-d105-41a5-9a37-a6beea3f273c;40fd5a5c-e82a-458f-a937-3d0b1081b4eb;2021-09-22T12:50:00+00;2021-09-22T12:50:00+00
00bfc2c5-b8ef-4d8c-9a94-ef58eeb22bd0;36.8431492243999;846168d3-419a-4938-9e43-168ccbe447cc;917ec72c-dddf-4714-af64-7034d7178293;2021-09-24T00:40:00+00;2021-09-24T00:40:00+00
00c593d1-d7ba-43ea-b16c-accab92e680f;7.26557962788756;c86d1401-d105-41a5-9a37-a6beea3f273c;1d561e57-53fc-4774-972d-92737c4ceb9d;2021-09-23T03:00:00+00;2021-09-23T03:00:00+00
00ceb540-cb99-427e-b953-116d61cf01c0;8.22571431267135;7bda0573-7578-4a9c-93ac-f9f5c1ed2243;652a3c31-e3cd-4668-85be-99b48eb0f27c;2021-09-23T14:10:00+00;2021-09-23T14:10:00+00
00e7ef15-ddde-4324-8bcf-6583cf1122e4;5.53613173283542;42071707-3bed-41ab-911a-c310f4e870d4;e43dbac0-d591-4822-99e8-2e9f5f54b0c1;2021-09-24T14:10:00+00;2021-09-24T14:10:00+00
00e8716e-22ac-47d5-81e5-2d0d404d4eb3;235.100357133576;8b8b6589-ffa6-450d-9065-f382219275a1;bf6bcb48-351f-4745-a0ac-4915354e8419;2021-09-24T08:00:00+00;2021-09-24T08:00:00+00
0110f146-74dd-46ce-9928-22793cc7d6b1;6.43436835889235;0e810046-aab2-489a-897b-473c3dc3b36e;fda48921-6e4f-4f62-8c2a-e49ace1506f9;2021-09-24T00:40:00+00;2021-09-24T00:40:00+00
012530e9-0aeb-490f-9f7a-2d487f8a6271;157.055814334774;8b8b6589-ffa6-450d-9065-f382219275a1;e061c918-9db4-4e0c-b8e7-df8f650a94df;2021-09-24T23:40:00+00;2021-09-24T23:40:00+00
0125d6b7-a003-4683-a036-6aaadfaff157;6.65539989705976;0e810046-aab2-489a-897b-473c3dc3b36e;db615998-9a8e-4f60-bfea-22668757830f;2021-09-23T06:40:00+00;2021-09-23T06:40:00+00
0130588d-c72d-440e-b875-a83935ac2c5d;8.6186723068717;0e810046-aab2-489a-897b-473c3dc3b36e;380da3a5-d52f-4239-9b14-93daf6c338d5;2021-09-25T01:00:00+00;2021-09-25T01:00:00+00
013a81c4-7918-4270-95d8-b5fa178e5f01;9.15545104738892;0e810046-aab2-489a-897b-473c3dc3b36e;5a9c2136-bd0d-4210-bc4c-0965e52edc09;2021-09-21T11:50:00+00;2021-09-21T11:50:00+00
0145d7f7-af3b-4d71-9923-94db48730913;5.1921139739259;42071707-3bed-41ab-911a-c310f4e870d4;19807ee3-7606-472b-b683-a426d2862492;2021-09-19T15:10:00+00;2021-09-19T15:10:00+00
014e5afe-a5ba-4f18-820d-9bd7dc148acc;495.761840519513;c86d1401-d105-41a5-9a37-a6beea3f273c;dbbc9b07-88dc-453c-a58a-f82442824485;2021-09-26T04:00:00+00;2021-09-26T04:00:00+00
0152fd84-088b-409d-b3e5-86d16e34aa4b;272.853489157712;8b8b6589-ffa6-450d-9065-f382219275a1;cc667a4f-f01b-4088-b774-1930997d5e77;2021-09-24T21:40:00+00;2021-09-24T21:40:00+00
0154d4e6-cdb8-4c18-8247-6922c6b6f42a;12.0737934547112;c86d1401-d105-41a5-9a37-a6beea3f273c;dfa3fe6a-9a43-4967-99e0-640815ba9509;2021-09-20T03:30:00+00;2021-09-20T03:30:00+00
0168496e-b3fa-49b9-ae18-a4bcb5dcee40;8.75019086808221;42071707-3bed-41ab-911a-c310f4e870d4;64f301c6-7538-4cbe-96b7-4b5f5b6904d7;2021-09-21T03:00:00+00;2021-09-21T03:00:00+00
016cdbd2-4481-4157-8737-c5f051f3194e;90.4750625087953;846168d3-419a-4938-9e43-168ccbe447cc;88eeaa33-39c5-4767-8255-94a00d586a6e;2021-09-24T09:30:00+00;2021-09-24T09:30:00+00
01890265-6c3b-4cda-9e55-394b5c876cdf;8.08051400202111;7bda0573-7578-4a9c-93ac-f9f5c1ed2243;5a8c26f8-ecb0-49c8-80b9-e155c86e5dce;2021-09-24T07:10:00+00;2021-09-24T07:10:00+00
01976251-d7b3-4d50-82fc-d0c15afdfad6;18.6624007008044;8b8b6589-ffa6-450d-9065-f382219275a1;e3d71bb9-b830-4667-bd94-b596d0ee28d9;2021-09-21T02:00:00+00;2021-09-21T02:00:00+00
01a2e417-b9bd-4452-acf6-6fb96aa1a31e;98.2605420104491;c86d1401-d105-41a5-9a37-a6beea3f273c;cb414278-8e22-4289-b97b-17f8ac1a29c0;2021-09-22T23:40:00+00;2021-09-22T23:40:00+00
01b35df8-ab67-4233-baca-a91050a7bcfe;16.7352641000793;846168d3-419a-4938-9e43-168ccbe447cc;bdf08b84-dac1-4210-b031-044dd3f0c976;2021-09-26T00:10:00+00;2021-09-26T00:10:00+00
01bbd4ea-19ed-4ab4-8610-ac792c3d86fa;7.00309259806682;7bda0573-7578-4a9c-93ac-f9f5c1ed2243;9e6b5caf-7cf7-41ce-8616-76ccff39dc3a;2021-09-23T09:20:00+00;2021-09-23T09:20:00+00
01c8eb2e-f9de-4459-bbe8-53608310552e;6.0086137986241;0e810046-aab2-489a-897b-473c3dc3b36e;8f7d1f1a-f3e1-4055-8e2f-a7efa901707f;2021-09-26T06:20:00+00;2021-09-26T06:20:00+00
01ccaf3f-e0a6-440b-9797-fe5ef2b73ab9;219.85200214067;8b8b6589-ffa6-450d-9065-f382219275a1;94755541-3b8c-4ff5-82a9-74aca01eac0c;2021-09-24T17:20:00+00;2021-09-24T17:20:00+00
01d441c5-2181-4a86-b872-244e52b2c029;66.9248830122358;8b8b6589-ffa6-450d-9065-f382219275a1;827264fc-f6a4-4fa3-9c66-33f177bb6165;2021-09-20T05:50:00+00;2021-09-20T05:50:00+00
01d4a8f7-7fe5-48bc-8be2-5c71c15d4c23;10.3903390057505;8b8b6589-ffa6-450d-9065-f382219275a1;307317f3-6627-46c0-b115-ab4a1c35d879;2021-09-22T02:00:00+00;2021-09-22T02:00:00+00
01e9d449-ef45-4502-ba38-db2512f596ce;6.63969591574799;0e810046-aab2-489a-897b-473c3dc3b36e;ac118a18-18c9-4699-8e5b-fe50bfa2a25d;2021-09-22T15:10:00+00;2021-09-22T15:10:00+00
02007b74-f832-4614-9484-c76b646b7fc1;77.4094215612011;c86d1401-d105-41a5-9a37-a6beea3f273c;1ab106b1-1138-431a-a7ff-c3f3a5da3be6;2021-09-22T07:50:00+00;2021-09-22T07:50:00+00
02067c6a-1394-4645-a20b-986acedc35f7;10.5559527350164;846168d3-419a-4938-9e43-168ccbe447cc;6c746d5f-3d84-4f5f-88f9-ae10b81dbc84;2021-09-21T18:30:00+00;2021-09-21T18:30:00+00
0227aa1e-ce26-4b35-863b-6c524d371297;6.01143517585163;0e810046-aab2-489a-897b-473c3dc3b36e;0f90168d-d1e7-435c-abe0-663b91f45af8;2021-09-20T21:20:00+00;2021-09-20T21:20:00+00
0236f67b-0e8d-4738-92ba-6983312494a5;89.8991197492258;8b8b6589-ffa6-450d-9065-f382219275a1;1cb716ca-ad37-43f6-b4b8-068f0b2029df;2021-09-20T12:10:00+00;2021-09-20T12:10:00+00
02510f03-ccaa-4f49-8939-f39cf0b0d65a;337.350617871662;8b8b6589-ffa6-450d-9065-f382219275a1;0d62fb66-e9e2-4632-887e-c3ef4cc174cc;2021-09-22T02:40:00+00;2021-09-22T02:40:00+00
0251f5dc-dc87-436c-93d0-509d6e21970a;10.2557740602038;0e810046-aab2-489a-897b-473c3dc3b36e;d2d2a386-43ef-4b77-83b6-a9eb83beb91b;2021-09-19T11:20:00+00;2021-09-19T11:20:00+00
0255ab19-fef3-4a3c-91e7-b226fc330d28;128.182178406207;c86d1401-d105-41a5-9a37-a6beea3f273c;99cc9a86-47c8-4d5a-ae11-6d203aa7c3d1;2021-09-23T04:10:00+00;2021-09-23T04:10:00+00
02713137-4abc-491d-b060-b35fb28f995c;10.865599881201;846168d3-419a-4938-9e43-168ccbe447cc;17871c96-dbc4-4199-9f46-0989b3b4ab03;2021-09-23T01:50:00+00;2021-09-23T01:50:00+00
02736d25-54e7-490b-9006-5cb8cc8e6d17;8.11597907213372;42071707-3bed-41ab-911a-c310f4e870d4;d3abbfc5-9188-4f81-8c47-2ae681055cf5;2021-09-20T06:50:00+00;2021-09-20T06:50:00+00
027ca41b-0eaa-4cde-8dae-429dbfc46fc9;249.478299777692;c86d1401-d105-41a5-9a37-a6beea3f273c;68ff6c6a-d18d-4460-97b9-3158be08678d;2021-09-22T20:00:00+00;2021-09-22T20:00:00+00
028600b5-2d7d-4796-a600-d29a12ddd42d;21.3214815572401;8b8b6589-ffa6-450d-9065-f382219275a1;ea3d819f-0f0e-4465-8637-4f82358dce34;2021-09-21T00:50:00+00;2021-09-21T00:50:00+00
02863554-fd52-47ad-9831-5f2b604e4702;7.860520163958;0e810046-aab2-489a-897b-473c3dc3b36e;4062700c-06f7-45bf-b75d-183945ac28d2;2021-09-25T04:50:00+00;2021-09-25T04:50:00+00
02a4a5bc-4a1b-4e4d-8030-b131caf857d9;5.96226399131191;7bda0573-7578-4a9c-93ac-f9f5c1ed2243;f374b923-3148-4b1a-8bd3-95c349dfa8b6;2021-09-23T16:30:00+00;2021-09-23T16:30:00+00
02c31155-fb86-42a6-84c2-74964f604243;22.8786239105731;c86d1401-d105-41a5-9a37-a6beea3f273c;caa2baf6-403a-462a-a6b2-15f625ff40ca;2021-09-24T19:00:00+00;2021-09-24T19:00:00+00
02c389a3-4159-4934-9a19-1260216d69a9;277.739276796979;8b8b6589-ffa6-450d-9065-f382219275a1;2f5c880c-0587-4b6f-b7d9-00a915c85867;2021-09-23T11:10:00+00;2021-09-23T11:10:00+00
02cb4c0b-260c-4f92-986e-2407cd806881;6.09694927171109;42071707-3bed-41ab-911a-c310f4e870d4;ec84d2b8-6865-477c-b0ab-6dd9c32f98ca;2021-09-20T09:40:00+00;2021-09-20T09:40:00+00
02d1ccd2-fd68-48a2-92f6-acd8b3dbfac8;123.656138470437;c86d1401-d105-41a5-9a37-a6beea3f273c;8d7ef116-91e1-49d1-9aed-e9e97b00519d;2021-09-21T06:50:00+00;2021-09-21T06:50:00+00
02d61da5-dad5-49ca-8747-d5b2df696428;60.8927867634737;8b8b6589-ffa6-450d-9065-f382219275a1;93439b6f-5ba5-4bfd-b61f-45126e7c59e9;2021-09-20T11:30:00+00;2021-09-20T11:30:00+00
02db7efb-af69-4116-98b0-a40fc6dab711;6.52583383550713;7bda0573-7578-4a9c-93ac-f9f5c1ed2243;3b73bdb2-213b-4624-8d76-c86210b78f18;2021-09-20T20:10:00+00;2021-09-20T20:10:00+00
02e7da40-8259-4e75-b74f-5bc77925a778;50.8867903769347;c86d1401-d105-41a5-9a37-a6beea3f273c;112103e1-06a8-4b97-adff-d94b290b766a;2021-09-24T16:50:00+00;2021-09-24T16:50:00+00
02f407ea-ca31-4204-879d-4827ef2260b9;4.31079087239452;42071707-3bed-41ab-911a-c310f4e870d4;4a114d6d-a2d6-4f80-9cf2-71ad6cf28e5f;2021-09-24T11:30:00+00;2021-09-24T11:30:00+00
0301cd13-3f94-44be-ae21-fd7637996e6e;7.92310724888892;42071707-3bed-41ab-911a-c310f4e870d4;b1d150eb-42e4-455c-80e8-a2d69d069a14;2021-09-22T07:10:00+00;2021-09-22T07:10:00+00
030f84f0-a2d4-4d38-92ec-19f91dfc4dcd;55.4339042797249;846168d3-419a-4938-9e43-168ccbe447cc;ae32d1c0-b291-4479-be0a-4bbaf3ee158e;2021-09-20T21:00:00+00;2021-09-20T21:00:00+00
03202930-f43e-4845-af4d-dada8d538ceb;5.84546077387745;7bda0573-7578-4a9c-93ac-f9f5c1ed2243;b89b7e99-cf81-4cbb-ae38-ab5c31ea647f;2021-09-22T16:30:00+00;2021-09-22T16:30:00+00
032c6ac0-beb2-4369-a150-dbf6119448eb;7.57581919896763;42071707-3bed-41ab-911a-c310f4e870d4;c037c1c8-0685-43b8-ae72-ae9d3c21e314;2021-09-23T01:40:00+00;2021-09-23T01:40:00+00
0330a828-c8a6-49b3-bdb7-53f3e6f67c6b;5.86759192852002;7bda0573-7578-4a9c-93ac-f9f5c1ed2243;59c9f368-d7f7-47d7-b2be-526d75d7eed7;2021-09-21T12:40:00+00;2021-09-21T12:40:00+00
033a5d22-fd17-45e0-9c2e-ba8b2387df4b;7.22349152343771;0e810046-aab2-489a-897b-473c3dc3b36e;12207d3e-f03d-4a8a-96ad-346f712a268a;2021-09-24T18:20:00+00;2021-09-24T18:20:00+00
034cbb1e-c04e-4c9b-b8b9-f73a7834eb6d;226.568279502336;8b8b6589-ffa6-450d-9065-f382219275a1;273d4a80-d685-43f7-b8b4-f546c361cef1;2021-09-26T07:00:00+00;2021-09-26T07:00:00+00
